epoch	acc1_train	acc1_valid	best_acc1
164	95.46	90.65	90.7
165	95.398	90.44	90.7
166	95.48	90.39	90.7
167	95.574	90.34	90.7
168	95.564	90.56	90.7
169	95.458	90.51	90.7
170	95.594	90.52	90.7
171	95.514	90.34	90.7
172	95.668	90.31	90.7
173	95.796	90.38	90.7
174	95.502	90.49	90.7
175	95.742	90.6	90.7
176	95.65	90.6	90.7
177	95.688	90.53	90.7
178	95.812	90.47	90.7
179	95.798	90.51	90.7
180	95.84	90.46	90.7
181	95.732	90.41	90.7
182	95.756	90.38	90.7
183	95.792	90.45	90.7
184	95.874	90.42	90.7
185	95.836	90.55	90.7
186	95.788	90.26	90.7
187	95.86	90.42	90.7
188	95.842	90.47	90.7
189	95.982	90.48	90.7
190	95.868	90.7	90.7
191	96.022	90.27	90.7
192	95.938	90.42	90.7
193	96.076	90.5	90.7
194	95.89	90.61	90.7
195	95.978	90.67	90.7
196	95.926	90.58	90.7
197	95.998	90.36	90.7
198	95.946	90.35	90.7
199	95.962	90.38	90.7
200	95.99	90.55	90.7
