epoch	acc1_train	acc1_valid	best_acc1
138	90.912	87.97	88.97
139	91.032	87.78	88.97
140	90.944	88.04	88.97
141	90.9	87.05	88.97
142	91.01	86.99	88.97
143	90.87	87.74	88.97
144	90.886	87.49	88.97
145	90.914	87.46	88.97
146	90.836	87.23	88.97
147	91.05	88.03	88.97
148	90.884	87.6	88.97
149	90.708	87.16	88.97
150	90.818	88.21	88.97
151	92.002	89.37	89.37
152	92.624	89.51	89.51
153	92.536	89.18	89.51
154	92.692	89.14	89.51
155	92.888	89.35	89.51
156	92.864	89.48	89.51
157	92.966	89.46	89.51
158	92.79	89.27	89.51
159	92.974	89.46	89.51
160	92.942	89.32	89.51
161	92.86	89.56	89.56
162	92.982	89.44	89.56
163	93.146	89.54	89.56
164	93.12	89.59	89.59
165	93.322	89.4	89.59
166	93.162	89.7	89.7
167	93.228	89.59	89.7
168	93.306	89.39	89.7
169	93.158	89.4	89.7
170	93.298	89.31	89.7
171	93.196	89.71	89.71
172	93.282	89.53	89.71
173	93.302	89.59	89.71
174	93.172	89.52	89.71
175	93.222	89.51	89.71
176	93.148	89.53	89.71
177	93.204	89.48	89.71
178	93.36	89.34	89.71
179	93.272	89.47	89.71
180	93.314	89.46	89.71
181	93.36	89.63	89.71
182	93.366	89.55	89.71
183	93.434	89.58	89.71
184	93.232	89.57	89.71
185	93.312	89.35	89.71
186	93.412	89.31	89.71
187	93.28	89.41	89.71
188	93.428	89.47	89.71
189	93.316	89.59	89.71
190	93.386	89.38	89.71
191	93.392	89.52	89.71
192	93.316	89.64	89.71
193	93.332	89.4	89.71
194	93.448	89.36	89.71
195	93.398	89.34	89.71
196	93.604	89.57	89.71
197	93.32	89.55	89.71
198	93.386	89.4	89.71
199	93.414	89.45	89.71
200	93.454	89.37	89.71
